serial_number	content	sample_count	content_list
1515	coastal sea water [ENVO:00002645]	1	['coastal sea water [ENVO:00002645]']
1516	coastal sea water [ENVO:00002655]	1	['coastal sea water [ENVO:00002655]']
1517	coastal sea water [ENVO:00002668]	1	['coastal sea water [ENVO:00002668]']
1518	coastal sea water [ENVO:00002671]	1	['coastal sea water [ENVO:00002671]']
1519	coastal sea water [ENVO:00002695]	1	['coastal sea water [ENVO:00002695]']
1520	coastal sea water [ENVO:00002702]	1	['coastal sea water [ENVO:00002702]']
1521	coastal sea water [ENVO:00002712]	1	['coastal sea water [ENVO:00002712]']
1522	coastal sea water [ENVO:00002713]	1	['coastal sea water [ENVO:00002713]']
1523	coastal sea water [ENVO:00002725]	1	['coastal sea water [ENVO:00002725]']
1524	coastal sea water [ENVO:00002730]	1	['coastal sea water [ENVO:00002730]']
1525	coastal sea water [ENVO:00002732]	1	['coastal sea water [ENVO:00002732]']
1526	coastal sea water [ENVO:00002745]	1	['coastal sea water [ENVO:00002745]']
1527	coastal sea water [ENVO:00002765]	1	['coastal sea water [ENVO:00002765]']
1528	coastal sea water [ENVO:00002770]	1	['coastal sea water [ENVO:00002770]']
1529	coastal sea water [ENVO:00002771]	1	['coastal sea water [ENVO:00002771]']
1530	coastal sea water [ENVO:00002773]	1	['coastal sea water [ENVO:00002773]']
1531	coastal sea water [ENVO:00002806]	1	['coastal sea water [ENVO:00002806]']
1532	coastal sea water [ENVO:00002807]	1	['coastal sea water [ENVO:00002807]']
1533	pond_2	1	['pond_2']
1534	bacteria	1	['bacteria']
1535	Marine Agar 2216	1	['Marine Agar 2216']
1536	water3	1	['water3']
1537	water5	1	['water5']
1538	"=IF(H68=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H68=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1539	"=IF(H72=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H72=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1540	"=IF(H74=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H74=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1541	"=IF(H77=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H77=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1542	"=IF(H78=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H78=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1543	"=IF(H81=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H81=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1544	"=IF(H91=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H91=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1545	"=IF(H99=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H99=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1546	"=IF(H100=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H100=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1547	"=IF(H114=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H114=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1548	"=IF(H120=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H120=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1549	"=IF(H125=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H125=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1550	"=IF(H148=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H148=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1551	"=IF(H149=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H149=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1552	"=IF(H159=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H159=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1553	"=IF(H180=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H180=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1554	"=IF(H188=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H188=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1555	"=IF(H199=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H199=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1556	"=IF(H204=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H204=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1557	"=IF(H210=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H210=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1558	"=IF(H217=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H217=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1559	"=IF(H225=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H225=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1560	"=IF(H234=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H234=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1561	"=IF(H238=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H238=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1562	"=IF(H242=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H242=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1563	eutrophic water	1	['eutrophic water']
1564	GS	1	['GS']
1565	LD	1	['LD']
1566	BJX	1	['BJX']
1567	DZ	1	['DZ']
1568	XW.C	1	['XW.C']
1569	MW.C	1	['MW.C']
1570	NZD2	1	['NZD2']
1571	B.YJ	1	['B.YJ']
1572	B.YL	1	['B.YL']
1573	B.TB	1	['B.TB']
1574	B.JH1	1	['B.JH1']
1575	B.JH.A	1	['B.JH.A']
1576	PCR water	1	['PCR water']
1577	shrimp pond water 1	1	['shrimp pond water 1']
1578	shrimp pond water 2	1	['shrimp pond water 2']
1579	shrimp pond water 8	1	['shrimp pond water 8']
1580	shrimp pond water 9	1	['shrimp pond water 9']
1581	sea water 3	1	['sea water 3']
1582	ENVR5WA1_01_01_01	1	['ENVR5WA1_01_01_01']
1583	ENVR5WB1_01_01_01	1	['ENVR5WB1_01_01_01']
1584	ENVR7WA1_01_01_01	1	['ENVR7WA1_01_01_01']
1585	ENVR7WA3_01_01_01	1	['ENVR7WA3_01_01_01']
1586	ENVR8WB3_01_01_01	1	['ENVR8WB3_01_01_01']
1587	N/A	1	['N/A']
1588	PyriteEnriched	1	['PyriteEnriched']
1589	Mine drainage [ENVO:00001996]	1	['Mine drainage [ENVO:00001996]']
1590	Cryoconite hole water	1	['Cryoconite hole water']
1591	marine water-4	1	['marine water-4']
1592	marine water-5	1	['marine water-5']
1593	marine water-8	1	['marine water-8']
1594	marine water-9	1	['marine water-9']
1595	marine water-13	1	['marine water-13']
1596	Estuarine mud [ENVO:00002160]	1	['Estuarine mud [ENVO:00002160]']
1597	sediment(AS02 subsample-1)	1	['sediment(AS02 subsample-1)']
1598	estuarine water [ENVO:01000305]	1	['estuarine water [ENVO:01000305]']
1599	estuarine water [ENVO:01000308]	1	['estuarine water [ENVO:01000308]']
1600	melt water	1	['melt water']
1601	pore water [ENVO:2017081507]	1	['pore water [ENVO:2017081507]']
1602	pore water [ENVO:2018051504]	1	['pore water [ENVO:2018051504]']
1603	mock community 3	1	['mock community 3']
1604	hot-spring	1	['hot-spring']
1605	ENVO:00002016	1	['ENVO:00002016']
1606	ENVO:00002018	1	['ENVO:00002018']
1607	ENVO:00002036	1	['ENVO:00002036']
1608	ENVO:00002046	1	['ENVO:00002046']
1609	Bottom layer of AR1	1	['Bottom layer of AR1']
1610	Bottom layer of AR2	1	['Bottom layer of AR2']
1611	Distilled water as negative control	1	['Distilled water as negative control']
1612	01000301	1	['01000301']
1613	rhizosphere_2	1	['rhizosphere_2']
1614	coastal sea water [ENVO:00002616]	1	['coastal sea water [ENVO:00002616]']
1615	coastal sea water [ENVO:00002620]	1	['coastal sea water [ENVO:00002620]']
1616	coastal sea water [ENVO:00002622]	1	['coastal sea water [ENVO:00002622]']
1617	coastal sea water [ENVO:00002641]	1	['coastal sea water [ENVO:00002641]']
1618	coastal sea water [ENVO:00002649]	1	['coastal sea water [ENVO:00002649]']
1619	coastal sea water [ENVO:00002651]	1	['coastal sea water [ENVO:00002651]']
1620	coastal sea water [ENVO:00002658]	1	['coastal sea water [ENVO:00002658]']
1621	coastal sea water [ENVO:00002659]	1	['coastal sea water [ENVO:00002659]']
1622	coastal sea water [ENVO:00002661]	1	['coastal sea water [ENVO:00002661]']
1623	coastal sea water [ENVO:00002673]	1	['coastal sea water [ENVO:00002673]']
1624	coastal sea water [ENVO:00002680]	1	['coastal sea water [ENVO:00002680]']
1625	coastal sea water [ENVO:00002686]	1	['coastal sea water [ENVO:00002686]']
1626	coastal sea water [ENVO:00002693]	1	['coastal sea water [ENVO:00002693]']
1627	coastal sea water [ENVO:00002699]	1	['coastal sea water [ENVO:00002699]']
1628	coastal sea water [ENVO:00002706]	1	['coastal sea water [ENVO:00002706]']
1629	coastal sea water [ENVO:00002727]	1	['coastal sea water [ENVO:00002727]']
1630	coastal sea water [ENVO:00002729]	1	['coastal sea water [ENVO:00002729]']
1631	coastal sea water [ENVO:00002737]	1	['coastal sea water [ENVO:00002737]']
1632	coastal sea water [ENVO:00002739]	1	['coastal sea water [ENVO:00002739]']
1633	coastal sea water [ENVO:00002748]	1	['coastal sea water [ENVO:00002748]']
1634	coastal sea water [ENVO:00002750]	1	['coastal sea water [ENVO:00002750]']
1635	coastal sea water [ENVO:00002752]	1	['coastal sea water [ENVO:00002752]']
1636	coastal sea water [ENVO:00002755]	1	['coastal sea water [ENVO:00002755]']
1637	coastal sea water [ENVO:00002760]	1	['coastal sea water [ENVO:00002760]']
1638	coastal sea water [ENVO:00002768]	1	['coastal sea water [ENVO:00002768]']
1639	coastal sea water [ENVO:00002791]	1	['coastal sea water [ENVO:00002791]']
1640	coastal sea water [ENVO:00002799]	1	['coastal sea water [ENVO:00002799]']
1641	coastal sea water [ENVO:00002801]	1	['coastal sea water [ENVO:00002801]']
1642	coastal sea water [ENVO:00002809]	1	['coastal sea water [ENVO:00002809]']
1643	coastal sea water [ENVO:00002810]	1	['coastal sea water [ENVO:00002810]']
1644	hot spring sediment	1	['hot spring sediment']
1645	Field control	1	['Field control']
1646	sediment1	1	['sediment1']
1647	water4	1	['water4']
1648	water7	1	['water7']
1649	"=IF(H65=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H65=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1650	"=IF(H67=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H67=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1651	"=IF(H83=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H83=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1652	"=IF(H88=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H88=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1653	"=IF(H89=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H89=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1654	"=IF(H90=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H90=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1655	"=IF(H94=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H94=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1656	"=IF(H103=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H103=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1657	"=IF(H107=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H107=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1658	"=IF(H117=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H117=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1659	"=IF(H122=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H122=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1660	"=IF(H123=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H123=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1661	"=IF(H124=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H124=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1662	"=IF(H153=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H153=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1663	"=IF(H175=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H175=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1664	"=IF(H179=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H179=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1665	"=IF(H183=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H183=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1666	"=IF(H198=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H198=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1667	"=IF(H203=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H203=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1668	"=IF(H220=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H220=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1669	"=IF(H241=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H241=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1670	"=IF(H245=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H245=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1671	"=IF(H262=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H262=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1672	"=IF(H284=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H284=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1673	marine plankton	1	['marine plankton']
1674	YJ	1	['YJ']
1675	YL	1	['YL']
1676	DCS.C	1	['DCS.C']
1677	NZD.A	1	['NZD.A']
1678	B.MW.C	1	['B.MW.C']
1679	B.DCS.C	1	['B.DCS.C']
1680	Tris buffer	1	['Tris buffer']
1681	shrimp pond water 7	1	['shrimp pond water 7']
1682	shrimp pond water 12	1	['shrimp pond water 12']
1683	HXD2 water	1	['HXD2 water']
1684	ZSK23 water	1	['ZSK23 water']
1685	sediment and water	1	['sediment and water']
1686	Eau_2	1	['Eau_2']
1687	hyper saline lake	1	['hyper saline lake']
1688	ENVR1WA1_01_01_01	1	['ENVR1WA1_01_01_01']
1689	ENVR5WB2_01_01_01	1	['ENVR5WB2_01_01_01']
1690	ENVR5WB3_01_01_01	1	['ENVR5WB3_01_01_01']
1691	ENVR6WA2_01_01_01	1	['ENVR6WA2_01_01_01']
1692	ENVR6WB1_01_01_01	1	['ENVR6WB1_01_01_01']
1693	ENVR6WB2_01_01_01	1	['ENVR6WB2_01_01_01']
1694	ENVR8WA3_01_01_01	1	['ENVR8WA3_01_01_01']
1695	ice cave congelation ice [ENVO:01001516]	1	['ice cave congelation ice [ENVO:01001516]']
1696	water_control_2	1	['water_control_2']
1697	marine water-12	1	['marine water-12']
1698	marine water-20	1	['marine water-20']
1699	marine water-22	1	['marine water-22']
1700	marine water-26	1	['marine water-26']
1701	marine water-28	1	['marine water-28']
1702	marine water-31	1	['marine water-31']
1703	laboratory-4	1	['laboratory-4']
1704	waterbloom	1	['waterbloom']
1705	Geothermal hot spring water	1	['Geothermal hot spring water']
1706	Estuarine water [ENVO:01000301]	1	['Estuarine water [ENVO:01000301]']
1707	rib bone	1	['rib bone']
1708	sediment(AS01 subsample-3)	1	['sediment(AS01 subsample-3)']
1709	estuarine water [ENVO:01000303]	1	['estuarine water [ENVO:01000303]']
1710	hydrothermal vent chminey	1	['hydrothermal vent chminey']
1711	Livestock Water 1	1	['Livestock Water 1']
1712	Livestock Water 2	1	['Livestock Water 2']
1713	ENVO:00002162	1	['ENVO:00002162']
1714	rhizosphere_7	1	['rhizosphere_7']
1715	rhizosphere_10	1	['rhizosphere_10']
1716	coastal sea water [ENVO:00002609]	1	['coastal sea water [ENVO:00002609]']
1717	coastal sea water [ENVO:00002615]	1	['coastal sea water [ENVO:00002615]']
1718	coastal sea water [ENVO:00002628]	1	['coastal sea water [ENVO:00002628]']
1719	coastal sea water [ENVO:00002629]	1	['coastal sea water [ENVO:00002629]']
1720	coastal sea water [ENVO:00002637]	1	['coastal sea water [ENVO:00002637]']
1721	coastal sea water [ENVO:00002642]	1	['coastal sea water [ENVO:00002642]']
1722	coastal sea water [ENVO:00002648]	1	['coastal sea water [ENVO:00002648]']
1723	coastal sea water [ENVO:00002666]	1	['coastal sea water [ENVO:00002666]']
1724	coastal sea water [ENVO:00002675]	1	['coastal sea water [ENVO:00002675]']
1725	coastal sea water [ENVO:00002677]	1	['coastal sea water [ENVO:00002677]']
1726	coastal sea water [ENVO:00002682]	1	['coastal sea water [ENVO:00002682]']
1727	coastal sea water [ENVO:00002685]	1	['coastal sea water [ENVO:00002685]']
1728	coastal sea water [ENVO:00002704]	1	['coastal sea water [ENVO:00002704]']
1729	coastal sea water [ENVO:00002708]	1	['coastal sea water [ENVO:00002708]']
1730	coastal sea water [ENVO:00002716]	1	['coastal sea water [ENVO:00002716]']
1731	coastal sea water [ENVO:00002724]	1	['coastal sea water [ENVO:00002724]']
1732	coastal sea water [ENVO:00002738]	1	['coastal sea water [ENVO:00002738]']
1733	coastal sea water [ENVO:00002743]	1	['coastal sea water [ENVO:00002743]']
1734	coastal sea water [ENVO:00002754]	1	['coastal sea water [ENVO:00002754]']
1735	coastal sea water [ENVO:00002759]	1	['coastal sea water [ENVO:00002759]']
1736	coastal sea water [ENVO:00002777]	1	['coastal sea water [ENVO:00002777]']
1737	coastal sea water [ENVO:00002778]	1	['coastal sea water [ENVO:00002778]']
1738	coastal sea water [ENVO:00002781]	1	['coastal sea water [ENVO:00002781]']
1739	coastal sea water [ENVO:00002782]	1	['coastal sea water [ENVO:00002782]']
1740	coastal sea water [ENVO:00002789]	1	['coastal sea water [ENVO:00002789]']
1741	coastal sea water [ENVO:00002795]	1	['coastal sea water [ENVO:00002795]']
1742	coastal sea water [ENVO:00002797]	1	['coastal sea water [ENVO:00002797]']
1743	coastal sea water [ENVO:00002802]	1	['coastal sea water [ENVO:00002802]']
1744	Water [W:01]	1	['Water [W:01]']
1745	Ganga river	1	['Ganga river']
1746	pond_14	1	['pond_14']
1747	free living amoeba	1	['free living amoeba']
1748	"=IF(H62=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H62=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1749	"=IF(H101=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H101=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1750	"=IF(H105=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H105=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1751	"=IF(H115=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H115=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1752	"=IF(H142=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H142=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1753	"=IF(H150=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H150=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1754	"=IF(H151=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H151=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1755	"=IF(H154=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H154=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1756	"=IF(H164=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H164=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1757	"=IF(H169=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H169=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1758	"=IF(H186=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H186=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1759	"=IF(H197=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H197=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1760	"=IF(H206=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H206=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1761	"=IF(H208=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H208=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1762	"=IF(H221=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H221=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1763	"=IF(H232=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H232=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1764	"=IF(H239=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H239=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1765	"=IF(H270=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H270=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1766	"=IF(H279=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H279=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1767	"=IF(H280=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H280=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1768	"=IF(H283=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H283=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1769	Backwash	1	['Backwash']
1770	WNL	1	['WNL']
1771	HD	1	['HD']
1772	XW.A	1	['XW.A']
1773	JH.A	1	['JH.A']
1774	JH.C	1	['JH.C']
1775	B.BJX	1	['B.BJX']
1776	B.HD	1	['B.HD']
1777	B.DHQ	1	['B.DHQ']
1778	B.DZ	1	['B.DZ']
1779	B.XW	1	['B.XW']
1780	B.NZD.C	1	['B.NZD.C']
1781	shrimp pond water 6	1	['shrimp pond water 6']
1782	n/a	1	['n/a']
1783	HXD1 water	1	['HXD1 water']
1784	ZSK11 water	1	['ZSK11 water']
1785	Envo:water	1	['Envo:water']
1786	Produced water [AR-EMMR-03]	1	['Produced water [AR-EMMR-03]']
1787	estuarine mud[ENVO:00002160]	1	['estuarine mud[ENVO:00002160]']
1788	ENVR2WB1_01_01_01	1	['ENVR2WB1_01_01_01']
1789	ENVR4WA2_01_01_01	1	['ENVR4WA2_01_01_01']
1790	ENVR5WA2_01_01_01	1	['ENVR5WA2_01_01_01']
1791	ENVR6WA3_01_01_01	1	['ENVR6WA3_01_01_01']
1792	ENVR6WB3_01_01_01	1	['ENVR6WB3_01_01_01']
1793	ENVR8WA2_01_01_01	1	['ENVR8WA2_01_01_01']
