ENVO:01000449	wet meadow ecosystem
CHEBI:26167	polar amino acid
FOODON:03400231	margarine (us cfr)
ENVO:06105124	coastal anthropogenic litter
ENVO:00003041	cow shed
ENVO:01000752	area of barren land
UBERON:0000982	skeletal joint
CHEBI:26607	saturated fatty acid
ENVO:00000350	somma volcano
ENVO:03501325	transport boat
CHEBI:91007	aromatic carboxylate
FOODON:03302082	beef (dehydrated)
NCBITaxon:4143	Lamiales
ENVO:01000034	oceanic sea surface microlayer biome
CHEBI:35293	fused compound
CHEBI:38773	quinolinemonocarboxylate
ENVO:00000472	backwater
ENVO:01000632	chonolith
ENVO:01001490	intrusion
ENVO:01001390	Bathymodiolus-dominated oceanic mussel bed
CHEBI:21638	N-acylglucosamine
ENVO:00000065	railway
CHEBI:51082	nitrate salt
ENVO:03510009	gasoline exhaust
ENVO:00002180	naphthalene enriched sediment
ENVO:00005804	nest of ant
CHEBI:24632	hydrocarbon
ENVO:01000186	polar desert biome
ENVO:00002043	wastewater treatment plant
ENVO:01001133	mega-Earth
ENVO:01001306	bone element environment
ENVO:01000992	shower fixture
ENVO:01000220	tropical woodland biome
CHEBI:33653	aliphatic compound
ENVO:03510058	pharmaceutical ink
ENVO:03501350	physician office
CHEBI:24867	monoatomic ion
UBERON:0002201	vasculature of trunk
ENVO:03000002	firn
ENVO:01001456	tropical mountain
CHEBI:50812	carbon nanostructure
CHEBI:16240	hydrogen peroxide
UBERON:0003077	paraxial mesoderm
NCBITaxon:8287	Sarcopterygii
FOODON:03400289	USA agency food product type
ENVO:03510030	vitreous enamel
UBERON:0004797	blood vessel layer
ENVO:01000311	cultivated environment
FOODON:00001091	dried milk food product
ENVO:01000213	subtropical shrubland biome
ENVO:06105006	piece of plastic foam
CHEBI:16183	methane
ENVO:01001110	ecosystem
ENVO:01001788	marine ecosystem
ENVO:01000984	grocery store
ENVO:01001069	metallic material
ENVO:01000772	rural area
ENVO:01001224	office
ENVO:03501144	emergency unit facility
CHEBI:25812	ozone
NCBITaxon:40674	Mammalia
UBERON:0005764	acellular membrane
CHEBI:33847	monocyclic arene
ENVO:03501118	public transport hub
ENVO:01000636	liquid planetary surface
ENVO:2000005	freshwater algal bloom
CHEBI:37133	barium molecular entity
ENVO:01001232	sapropelic kerogen
CHEBI:24436	guanidines
CHEBI:47788	3-oxo steroid
ENVO:01000613	watercraft
ENVO:01000166	mycetome
ENVO:03501158	micobiology unit facility
CHEBI:24455	guanosine phosphate
UBERON:0004716	conceptus
PO:0025386	cuticular wax
ENVO:01001177	arable land
UBERON:0004731	neuromere
ENVO:00000352	continental arc
ENVO:01001673	fluid surface layer
ENVO:00000365	Ramsar site
ENVO:01000548	eutrophic lake
ENVO:01001142	iron planet
ENVO:01001836	montane biome
CHEBI:21760	N-methyl-amino acid
FOODON:00001146	solanaceous root food product
CHEBI:33424	sulfur oxoacid derivative
UBERON:0011892	anterior uvea
ENVO:00000307	icefall
ENVO:03501147	general surgery unit facility
FOODON:00001126	bovine cheese food product
ENVO:00000487	paternoster lake
ENVO:00000460	penplain
UBERON:0016887	entire extraembryonic component
CHEBI:46676	tremolite asbestos
ENVO:01000490	sandy building floor
CHEBI:16474	NADPH
CHEBI:83628	N-acylammonia
ENVO:01001415	homogenitus cloud
CHEBI:36343	composite particle
UBERON:0002072	hypodermis
CHEBI:35106	nitrogen hydride
ENVO:00000332	doline
NCBITaxon:1892263	Hapalosiphonaceae
CHEBI:33558	alpha-amino-acid anion
ENVO:01001648	suspended colloidal sediment
ENVO:00000390	mountain spur
ENVO:00000089	inland cliff
CHEBI:24836	inorganic oxide
CHEBI:38101	organonitrogen heterocyclic compound
FOODON:00001069	fermented fruit food product
ENVO:00000536	moatan
ENVO:06105201	water table
CHEBI:36683	organochlorine compound
UBERON:0001015	musculature
ENVO:01001808	montane grassland
ENVO:01001568	frost heave
ENVO:01001230	tropical marginal sea biome
CHEBI:53387	poly(hydroxyalkanoate)
FOODON:00001054	fermented fish or seafood food product
ENVO:03500009	attractive environment
UBERON:0010046	entire pharyngeal arch associated mesenchyme
ENVO:03501359	equipment frame
ENVO:00000015	ocean
ENVO:03605009	freshwater stream ecosystem
ENVO:01001884	surface landform
UBERON:0009663	telencephalic nucleus
CHEBI:33459	pnictogen oxoanion
ENVO:01001145	chthonian planet
ENVO:00000259	lacustrine plain
ENVO:01000923	petting zoo
FOODON:00001008	liver paste
CHEBI:63734	ketone hydrate
ENVO:00000190	abyssal feature
ENVO:02000030	chyle material
ENVO:03510019	cleaning agent
CHEBI:17347	testosterone
UBERON:0000020	sense organ
ENVO:01001678	fluid layer
CHEBI:26082	phosphorus molecular entity
FOODON:00001208	hyacinth bean food product
ENVO:03501243	big-box store
ENVO:00002155	high-level radioactive sediment
ENVO:01001022	natural lake
PO:0025157	phyllome epidermis
ENVO:01000912	cloud condensation nucleus
CHEBI:133331	metal oxide
ENVO:00000182	plateau
UBERON:0001799	vitreous chamber of eyeball
NCBITaxon:2821351	Conifers II
CHEBI:35716	C-nitro compound
ENVO:01001178	pasturable land
ENVO:00000067	cave
ENVO:01001150	protoplanetary disk
ENVO:01001530	water ice core
ENVO:01000685	water mass
ENVO:01001811	temperate grassland
ENVO:01000779	public infrastructure
ENVO:01000438	lava flow
ENVO:00000381	massif
ENVO:03501354	steel
NCBITaxon:32561	Sauria
ENVO:01000541	thermosphere
NCBITaxon:7088	Lepidoptera
ENVO:00000088	sea cliff
CHEBI:46683	actinolite
CHEBI:27024	toluenes
CHEBI:27295	violaxanthin
ENVO:01001288	kaolin dust
CHEBI:22506	aminoglycan
NCBITaxon:2836	Bacillariophyta
ENVO:03000118	atmosphere and water column exposed melt pond
ENVO:00000090	coastal plain
UBERON:0007245	nuclear complex of neuraxis
FOODON:00001164	tomato food product
ENVO:01000535	pour-flush pit latrine
ENVO:01000200	tropical broadleaf forest biome
CHEBI:32988	amide
CHEBI:50047	organic amino compound
ENVO:02000156	organic dairy farm
ENVO:00002274	stagnosol
ENVO:00010505	aerosol
FOODON:00001800	dairy dessert food product
FOODON:00002762	bean (cooked)
FOODON:00001105	avian egg food product
ENVO:00000499	trough
ENVO:01001057	environment associated with a plant part or small plant
ENVO:03400002	area of polar tundra
ENVO:03501134	healthcare facility
ENVO:00000434	outwash fan
ENVO:01000409	freshwater littoral zone
CHEBI:27081	transition element atom
ENVO:03501367	pneumatic conveyor
CHEBI:33704	alpha-amino acid
ENVO:01000491	glass building floor
ENVO:03510029	primer (paint)
ENVO:00005742	arable soil
UBERON:0002097	skin of body
ENVO:00000124	supranational geopolitical entity
ENVO:03000137	freezing fog
ENVO:01000768	primary forest
ENVO:01001540	simple valley glacier
ENVO:00000281	fault escarpment
NCBITaxon:465832	Calyptra
ENVO:00009686	ice rise
ENVO:01000274	slate
ENVO:01001055	environment associated with an animal part or small animal
ENVO:00002926	warm seep
CHEBI:79388	divalent inorganic anion
ENVO:03501109	subway train
ENVO:00002016	sedimentary rock
UBERON:0008998	vasculature of brain
UBERON:0001776	optic choroid
ENVO:01000872	ballast water
ENVO:03510061	soy ink
ENVO:00002241	leptosol
ENVO:03501201	polling place
ENVO:01001302	estuarine coastal surface layer
ENVO:01000475	brick
UBERON:0007500	epithelial tube open at both ends
ENVO:00000054	saline marsh
FOODON:00001111	equine dairy food product
NCBITaxon:32523	Tetrapoda
ENVO:01000024	marine benthic biome
CHEBI:29233	deuteron
FOODON:00001125	ovine cheese food product
PO:0009005	root
NCBITaxon:3699	Brassicales
CHEBI:49475	argon atom
ENVO:03600036	pathogen-suppressive soil
ENVO:01001109	Karman vortex street
ENVO:00005755	field soil
ENVO:01000295	marine layer
ENVO:00000517	lost stream
ENVO:01000290	warm monomictic lake
CHEBI:88184	metal allergen
FOODON:00001186	buckewheat food product
CHEBI:131927	dicarboxylic acids and O-substituted derivatives
CHEBI:46682	anthophyllite asbestos
ENVO:00000032	bay
NCBITaxon:436492	Coelurosauria
ENVO:03510056	methyl cellulose paste
ENVO:01001143	lava planet
ENVO:2100005	face skin environment
CHEBI:134438	titanium oxides
CHEBI:27376	methanesulfonic acid
ENVO:00002170	compost
ENVO:03501128	conference room
ENVO:01000635	planetary landmass
ENVO:01001515	freshwater congelation ice
ENVO:01001240	woodland canopy
CHEBI:36878	inorganic radical ion
ENVO:03501168	pain management unit facility
PCO:0000001	population of organisms
ENVO:00000342	ice cap dome
ENVO:03000117	channel
ENVO:01000098	deep ocean current
ENVO:01001668	atmospheric frontal zone
CHEBI:37734	phosphoric ester
ENVO:00000296	rice field
ENVO:00000272	confluence
ENVO:00002127	stream sediment
CHEBI:18276	dihydrogen
CHEBI:60737	polyurethane polymer
ENVO:03501253	gypsum
ENVO:01000664	tuff cone
ENVO:01001119	composted animal manure
ENVO:01000060	particulate environmental material
ENVO:03501193	pharmacy
ENVO:01001883	hoar crystal
PCO:0000031	organismal entity
ENVO:00002875	oil contaminated soil
ENVO:03501200	police station
CHEBI:18059	lipid
ENVO:01001389	neritic mussel bed
ENVO:01001382	area of attached mussel assemblages
ENVO:00000108	meadow ecosystem
ENVO:03501142	diagnostic imaging unit facility
ENVO:01001320	fresh water body
ENVO:03501237	game reserve
ENVO:01001706	cold front
UBERON:0000490	unilaminar epithelium
ENVO:00003893	cosmetic product
UBERON:0007383	enveloping layer of ectoderm
ENVO:03400005	ice pellet
ENVO:00000225	highly stratified estuary
ENVO:01001802	subtropical moist broadleaf forest
ENVO:01000539	mesosphere
ENVO:01001717	neutral occluded front
CHEBI:36358	polyatomic ion
ENVO:01000315	acidic environment
UBERON:0001277	intestinal epithelium
UBERON:0011215	central nervous system cell part cluster
UBERON:3000977	body external integument structure
FOODON:00001281	custard dessert food product
ENVO:01001558	area of seasonal sea ice
ENVO:01000233	intermediate lava
ENVO:01000271	clastic sedimentary rock
ENVO:01003021	area of high atmospheric pressure
ENVO:01000669	active geological fault
NCBITaxon:314146	Euarchontoglires
ENVO:01001467	UNEP-WCMC class 7 mountain
NCBITaxon:2910	Peridiniales
ENVO:01000825	eaves
ENVO:01001349	material decumulation zone
ENVO:06105010	plastic pellet
ENVO:01001425	cirrus castellanus cloud
UBERON:0004120	mesoderm-derived structure
CHEBI:24636	proton
CHEBI:36468	polycyclic ether
ENVO:01001364	climate system
CHEBI:17997	dinitrogen
NCBITaxon:1162	Nostocaceae
ENVO:00000537	boulder field
ENVO:00000005	first-order administrative region
ENVO:03510040	stain
ENVO:00000419	stack
ENVO:01001821	hydrothermally-influenced sediment
ENVO:00000409	whirlpool
ENVO:03600017	slurry
ENVO:01000871	puddle of water
UBERON:0006904	head mesenchyme from mesoderm
FOODON:00001857	food flavoring or seasoning product
ENVO:00000236	dambo
ENVO:01000414	young plant
CHEBI:35757	monocarboxylic acid anion
ENVO:03600044	organic farm
UBERON:0004088	orbital region
ENVO:00000389	intermittent wetland
CHEBI:35402	chromium oxoanion
CHEBI:27007	tin atom
PCO:0000029	multi-species collection of organisms
UBERON:0005162	multi cell part structure
ENVO:02000132	constructed monument
ENVO:00000209	marine photic zone
ENVO:03501100	ferry
ENVO:01000587	piece of furniture
FOODON:03316079	herbal infusion
ENVO:01000179	desert biome
ENVO:02000140	fluid environmental material
NCBITaxon:51953	Elaeis guineensis
CHEBI:37121	guanosine 5'-phosphate
ENVO:00003927	stable manure
ENVO:03501293	tote bag
CHEBI:33703	amino-acid cation
ENVO:00000196	alkaline flat
ENVO:01001381	oceanic mussel reef
CHEBI:21766	N-methylglycines
ENVO:00005779	vegetable garden soil
ENVO:00000478	range of mounts
CHEBI:24061	fluorine atom
ENVO:00002210	aerobic sulfide-oxidizing bioreactor
FOODON:00001919	grain based vinegar food product
ENVO:03501130	school building
ENVO:00000125	mineral spring
FOODON:00001838	fermented cereal beverage
ENVO:01000217	mediterranean shrubland biome
ENVO:06105012	biota
ENVO:00000277	dry lake
ENVO:00000043	wetland area
ENVO:00003930	scum
ENVO:00000210	marine aphotic zone
ENVO:00000086	plain
ENVO:01001541	tributary glacier
ENVO:03510021	varnish
FOODON:00001002	food product
ENVO:01000357	alkaline water
ENVO:01001355	crater zone
ENVO:01001508	anchored ice calf
ENVO:01000939	time crystal
CHEBI:51580	phthalocyanines
ENVO:00000361	site of special scientific interest
CHEBI:39285	chloropicrin
ENVO:00000317	tidal pool
ENVO:00002191	animal litter
ENVO:00002183	oil tank
ENVO:03600048	shower curtain
ENVO:01000270	claystone
FOODON:00001214	candy food product
ENVO:00002266	chicken breeding waste material
NCBITaxon:37267	Cyrtacanthacridinae
ENVO:01001805	temperate forest
ENVO:01001274	material isosurface
ENVO:01000518	diapir
UBERON:0005856	developing mesenchymal condensation
FOODON:03400213	fudge (us cfr)
ENVO:01000093	boundary current front
ENVO:03605000	periphytic biofilm
CHEBI:17245	carbon monoxide
FOODON:00002029	melon food product
PO:0009002	plant cell
ENVO:01000364	glacier cave
UBERON:0010313	neural crest-derived structure
ENVO:01000828	humid air
ENVO:01000196	coniferous forest biome
ENVO:01001058	environment associated with a fungal tissue
ENVO:03510017	fountain pen ink
ENVO:01000971	food truck
UBERON:0010741	bone of pectoral complex
CHEBI:35196	nitrogen oxide
ENVO:00000358	area of protected biodiversity
ENVO:01001005	lunar rainbow
CHEBI:44882	peridinin
ENVO:03501183	medical clinic
UBERON:0004473	musculature of face
FOODON:00001187	sorghum food product
CHEBI:33535	sulfur hydride
FOODON:00001215	cacao food product
UBERON:0004362	pharyngeal arch 1
ENVO:01001486	landspout
ENVO:08000002	mouth environment
FOODON:00001183	bread food product
UBERON:0004016	dermatome
ENVO:00002046	activated sludge
ENVO:01000338	litter layer
ENVO:06105101	plastic
ENVO:01000480	glass
CHEBI:33628	elemental aluminium
ENVO:03501116	rapid transit system
NCBITaxon:6544	Bivalvia
UBERON:0000163	embryonic cloaca
CHEBI:23042	carotene
FOODON:00002781	pigeon pea (whole)
ENVO:2000001	creosote
ENVO:00000175	karst
ENVO:00000325	polje
NCBITaxon:1175	Aphanizomenon
CHEBI:23905	monoatomic anion
FOODON:03401095	50192900 - pasta/noodles  (gs1 gpc)
CHEBI:50558	monoatomic uranium
ENVO:01000298	continental margin
ENVO:00000062	populated place
ENVO:00000559	weapons test site
ENVO:00002233	albeluvisol
ENVO:00000441	terracette
ENVO:01000300	atmospheric Taylor column
CHEBI:49992	argon(.1+)
ENVO:00005741	alpine soil
CHEBI:33521	metal atom
ENVO:01001480	domestic building
ENVO:03600004	drinking water treatment plant
ENVO:01000658	dense settlement
ENVO:06105115	fishing gear
ENVO:01000471	ceiling
ENVO:01001532	glacier ice field
ENVO:00000027	spring
FOODON:00001232	vinaigrette dressing food product
NCBITaxon:1329799	Archelosauria
CHEBI:35193	tetraterpene
ENVO:01000090	coastal upwelling front
CHEBI:23367	molecular entity
FOODON:00001777	cow milk dessert
CHEBI:38104	oxacycle
CHEBI:18291	manganese atom
CHEBI:46663	silicate mineral
UBERON:0000948	heart
CHEBI:15996	GTP
CHEBI:36388	saturated organic heterocyclic parent
ENVO:01000181	mangrove biome
ENVO:00002122	arsenic-rich mud
ENVO:2000045	hydrocarbon-based environmental material
UBERON:0011642	oral epithelium from ectoderm
ENVO:03000133	agricultural potting mixture
ENVO:01000426	room
ENVO:01001534	tabular iceberg
FOODON:03315173	fish product (unspecified species)
ENVO:03501166	ophthalmology unit facility
ENVO:01000973	kiosk
ENVO:01001009	photometeor
ENVO:01001030	environment determined by a metazoan secretion
UBERON:0005061	neural groove
ENVO:01000209	subtropical coniferous forest biome
ENVO:00000248	glacial valley
ENVO:01001345	floating ice mass
FOODON:00001074	barley malt vinegar
ENVO:03600021	tailings pond
ENVO:02000049	coastal water body
ENVO:01000764	formal settlement
ENVO:01000508	salt material
ENVO:01001354	volcanic crater glacier
ENVO:02000105	clay dust
NCBITaxon:169729	Elaeidinae
ENVO:06105236	exchangeable ion
FOODON:00001160	pomaceous fruit extract
FOODON:03315302	cocoa food product
UBERON:0004766	cranial bone
ENVO:01001495	dioxygen dissolved in marine water
ENVO:01001609	cryospheric layer
ENVO:03000025	erosionally enriched ice
ENVO:01000517	pit latrine
ENVO:00000427	meander
CHEBI:27153	monoatomic trication
ENVO:00000480	peak
CHEBI:53242	vinyl polymer macromolecule
ENVO:00002137	brackish estuary
UBERON:0001801	anterior segment of eyeball
ENVO:01000070	terrigenous sediment
ENVO:06105279	sandy clay
ENVO:01000762	sparsely populated settlement
UBERON:0001766	anterior chamber of eyeball
ENVO:01001832	subtropical biome
ENVO:00005746	savanna soil
ENVO:01001004	groundwater
NCBITaxon:33213	Bilateria
ENVO:01000869	area of scrub
ENVO:01000065	marine oxygen minimum zone
ENVO:01000415	fine respirable suspended particulate matter
CHEBI:33597	homocyclic compound
ENVO:03000132	firebreak
ENVO:01000073	marine oligotrophic desert
NCBITaxon:33340	Neoptera
ENVO:01000241	juniper woodland
ENVO:00002214	power plant
CHEBI:35307	epoxycarotenol
CHEBI:33561	d-block element atom
PO:0000112	shoot axis epidermis
ENVO:00000009	national geopolitical entity
FOODON:00001075	mammalian milk (nonfat, dry)
ENVO:03501188	ophthalmology clinic
FOODON:00001051	fermented rice beverage
UBERON:0002416	integumental system
ENVO:01000817	biosphere
ENVO:01001286	slate dust
ENVO:03605003	epiphyton
UBERON:0000349	limbic system
ENVO:00002204	anthropogenic contamination feature
FOODON:00001250	fish egg food product
ENVO:02000033	pleural effusion material
UBERON:0007005	cardiogenic splanchnic mesoderm
ENVO:00000245	maar
CHEBI:25524	NAD(P)
ENVO:00000525	canalized stream
CHEBI:29337	azanide
UBERON:0011821	irregular connective tissue
CHEBI:30356	isobutyl group
ENVO:00000237	hydromorphic/phreatic dambo
ENVO:03501156	maternity unit facility
ENVO:00002871	alluvial soil
ENVO:01001816	biomaterial containment unit
CHEBI:33661	monocyclic compound
CHEBI:33848	polycyclic arene
ENVO:01000325	aquatic layer
ENVO:00003860	pig manure
ENVO:00000039	fjord
UBERON:0005409	alimentary part of gastrointestinal system
ENVO:01000188	tropical savanna biome
ENVO:03000108	slab snow
CHEBI:35171	elemental vanadium
ENVO:03000076	slush ice
ENVO:00002276	animal waste material
ENVO:01001452	Calyptra habitat
ENVO:03000046	frazil ice
ENVO:01000272	mudstone
UBERON:0002271	periventricular zone of hypothalamus
ENVO:01000647	asthenosphere
ENVO:01001833	mediterranean biome
ENVO:00000172	sandy desert
ENVO:01000304	high pressure environment
ENVO:01000930	ecological corridor
ENVO:01000033	oceanic pelagic zone biome
ENVO:03600075	oil mill
ENVO:00000191	solid astronomical body part
CHEBI:33296	alkali metal molecular entity
ENVO:03501114	public train
ENVO:00002234	acrisol
UBERON:0010225	thalamic complex
ENVO:02000054	bone meal
ENVO:01000805	globular star cluster
ENVO:01001281	paved parking lot
PO:0004010	meristematic cell
ENVO:00000321	joint-plane cave
UBERON:0003504	respiratory system blood vessel
ENVO:03510002	automatic transmission fluid
CHEBI:17790	methanol
ENVO:00000193	olive grove
UBERON:0005253	head mesenchyme
ENVO:2000006	nest of termite
ENVO:01000062	marine benthic storm
CHEBI:49991	elemental argon
ENVO:03501277	orangery
ENVO:01000838	smoke
ENVO:00000469	research facility
ENVO:03500004	bike path
ENVO:00002195	pyritic acid mine drainage
ENVO:03600066	halite
CHEBI:33687	diatomic helium
ENVO:01001407	cirrocumulus cloud
ENVO:00000301	chaparral area
ENVO:00000058	underground lake
ENVO:00000096	caldera
UBERON:0000178	blood
UBERON:0005085	ectodermal placode
ENVO:02000091	coal
ENVO:01000905	shrimp pond
ENVO:01000137	organic matter fall
ENVO:03501266	pump
NCBITaxon:3524	Caryophyllales
ENVO:01001245	woodland ecosystem
ENVO:02000032	vitreous humor material
UBERON:0006569	diencephalic nucleus
UBERON:0001474	bone element
BFO:0000024	fiat object
FOODON:00001230	mustard seed food product
ENVO:02000043	biological product
UBERON:0013685	foramen of skull
CHEBI:61295	guanyl ribonucleotide
CHEBI:46681	anthophyllite
UBERON:0006003	integumentary adnexa
ENVO:03520002	high atmospheric level
ENVO:01001149	protoplanet
CHEBI:37163	glucan
CHEBI:37045	purine ribonucleoside 5'-triphosphate
ENVO:01000714	storm surge
UBERON:0000475	organism subdivision
FOODON:00001127	cow milk cheese
CHEBI:33331	yttrium atom
PO:0025128	phyllome primordium
ENVO:01001786	inland sea
UBERON:0004535	cardiovascular system
FOODON:00001161	citrus fruit extract food product
ENVO:01000618	lotic water body
ENVO:01000986	agricultural fairground
CHEBI:35406	oxoanion
CHEBI:31002	octacosanoate
ENVO:03500007	noisy environment
PO:0025606	native plant cell
CHEBI:30879	alcohol
ENVO:01000068	marine streamer
ENVO:01001479	fluid astronomical body part
ENVO:01001182	tended pasturable land
FOODON:00001088	flaxseed oil
ENVO:01001712	free atmosphere
ENVO:03510018	resin
ENVO:01001185	acidic soil
ENVO:01000833	water droplet
ENVO:01000109	marine warm-water sphere
ENVO:01000494	thatched exterior wall
CHEBI:36339	baryon
CHEBI:2571	aliphatic alcohol
ENVO:01000989	plumbing fixture
ENVO:01000671	dike
ENVO:01000593	framed bed
ENVO:01000199	mediterranean forest biome
UBERON:8480025	skin of clavicle region
ENVO:01000617	lentic water body
ENVO:00000467	university campus
ENVO:01001552	flaw lead
UBERON:0007282	presumptive segmental plate
ENVO:01000456	concrete masonry unit
UBERON:0000164	primitive urogenital sinus
ENVO:00000143	river bank
FOODON:00001254	plant derived fermented beverage
FOODON:03316579	multi-component plant food product
CHEBI:33253	nucleon
ENVO:01000140	whale fall
NCBITaxon:314293	Simiiformes
ENVO:02000044	siliceous ooze
ENVO:00005781	heat stressed soil
ENVO:01001703	polar environment
ENVO:01000747	regolith
UBERON:0015228	circulatory organ
ENVO:01001676	marine cline
CHEBI:62967	amorphous cellulose
ENVO:00005762	chloropicrin enriched soil
ENVO:01000815	liquid environmental material
ENVO:01001475	omics observatory system
ENVO:01000170	indeterminate root nodule infection zone
CHEBI:29919	hydrosulfide
ENVO:00000233	swamp ecosystem
CHEBI:16236	ethanol
ENVO:01000892	area of cropland
CHEBI:30514	caesium atom
ENVO:00005740	paddy field soil
CHEBI:26675	silicic acid
ENVO:01000002	water well
ENVO:2000010	bitumous coal
ENVO:01000022	marine salt marsh biome
ENVO:00000493	obsequent stream
UBERON:0012112	ingested food
CHEBI:43474	hydrogenphosphate
UBERON:0003072	optic cup
ENVO:00000264	seamount
ENVO:01000596	clock
UBERON:0004786	gastrointestinal system mucosa
ENVO:01000163	photophore
UBERON:0003499	brain blood vessel
ENVO:01000126	marine sub-littoral zone
ENVO:03520007	snow crystal
CHEBI:33242	inorganic hydride
ENVO:00000376	biosphere reserve
ENVO:01000385	temperate deciduous broadleaf forest
ENVO:00000510	meander neck
ENVO:01000563	central-draught lamp
FOODON:00001138	tea based beverage product
ENVO:01000911	automated teller machine
CHEBI:36928	carbon-13 atom
ENVO:00000336	doline karst
CHEBI:25805	oxygen atom
ENVO:01000590	mattress
CHEBI:50313	onium cation
FOODON:00001211	pasta food product
CHEBI:33377	dysprosium atom
CHEBI:30225	positron
FOODON:00002787	vetch food product
FOODON:00001114	zebra dairy food product
ENVO:00005760	burned soil
ENVO:03501273	listed building
ENVO:03501256	sheet of paper
ENVO:00005772	orchard soil
ENVO:03600067	neonatal intensive care unit
FOODON:03401270	U.S. code of federal regulations, title 21 food product type
UBERON:0037144	wall of heart
ENVO:01001107	rockslide lake
NCBITaxon:1338369	Dipnotetrapodomorpha
ENVO:00000567	calanque
CHEBI:24839	inorganic salt
CHEBI:25430	monoatomic polycation
FOODON:00002038	millet food product
ENVO:03501327	utensil
ENVO:01000072	marine Taylor column
UBERON:0010000	multicellular anatomical structure
FOODON:00001032	swiss cheese food product
ENVO:01001386	mussel reef
ENVO:03510005	motor oil
ENVO:00002260	dune soil
UBERON:0003855	gonad mesenchyme
UBERON:0009751	cardiac mesenchyme
CHEBI:23449	cyclic peptide
ENVO:01000308	extraterrestrial environment
NCBITaxon:117570	Teleostomi
UBERON:0034921	multi organ part structure
ENVO:00000482	sea floor
ENVO:00000374	wildlife management area
UBERON:0007026	presumptive gut
ENVO:01000287	polymictic lake
ENVO:00000235	carr
FOODON:00001120	camelid milk beverage
ENVO:01000348	maize field
NCBITaxon:1316646	Salicornioideae
ENVO:00000450	irrigation reservoir
NCBITaxon:519494	Chortoicetes terminifera
CHEBI:33497	transition element molecular entity
ENVO:01000431	mixed forest
ENVO:01000861	area of dwarf scrub
CHEBI:22632	arsenic molecular entity
ENVO:03600061	shipwreck
ENVO:00000483	plunge pool
FOODON:00001134	bovine meat food product
UBERON:0006240	future forebrain
ENVO:01000284	amictic lake
ENVO:00000368	ephemeral island
ENVO:01000885	area of developed space with medium usage intensity
CHEBI:17544	hydrogencarbonate
CHEBI:167164	mineral nutrient
ENVO:00000492	resequent stream
NCBITaxon:2	Bacteria
ENVO:00002129	anaerobic sludge
ENVO:00000449	drinking water reservoir
UBERON:0000925	endoderm
ENVO:00000387	container of an intermittent lake
ENVO:00000524	abandoned watercourse
ENVO:03501268	pallet
ENVO:01001871	pit
ENVO:01001316	estuarine open water upper water column
ENVO:01000268	atmospheric water vapour
CHEBI:190295	inorganic calcium salt
ENVO:01000648	magma
ENVO:03501363	conveyor belt component
CHEBI:33400	platinum(0)
ENVO:03501284	dryer
ENVO:01001506	ice calf
CHEBI:33455	nitrogen oxoacid
ENVO:01001048	sediment environment
UBERON:0012464	cloacal vent
ENVO:01000547	glaze ice layer
UBERON:0000481	multi-tissue structure
FOODON:00001279	cake icing food product
UBERON:0008814	pharyngeal arch system
ENVO:03501104	recreational cruise ship
ENVO:00000334	syngenetic karst
ENVO:00000072	aquaduct
NCBITaxon:4710	Arecaceae
ENVO:01001837	subalpine biome
ENVO:01001236	sulfrous kerogen
CHEBI:64708	one-carbon compound
FOODON:00001191	barley food product
FOODON:00001277	orange juice (unpasteurized)
CHEBI:33482	sulfur oxoanion
ENVO:00000167	bar
CHEBI:33484	chalcogen oxoacid
FOODON:00002125	plant based bakery food product
ENVO:01001032	environment determined by a biofilm on a plant surface
UBERON:3000961	external integument structure
ENVO:01000243	boulder
ENVO:01001271	impermeable surface layer
UBERON:0010336	mandibular process mesenchyme from neural crest
ENVO:01000307	saline water environment
ENVO:00000025	reservoir
ENVO:2100002	intestine environment
CHEBI:35163	cyclic carotene
FOODON:00001153	muskmelon (Cucumis melo) fruit food product
UBERON:0010077	cuboidal epithelium
UBERON:0000064	organ part
ENVO:01000445	disturbed ecosystem
ENVO:00000242	lacustrine mudflat
NCBITaxon:1	root
ENVO:01001459	high-elevation mountain
ENVO:00002017	metamorphic rock
CHEBI:36963	organooxygen compound
ENVO:00000889	large river delta biome
FOODON:00001050	tempeh food product
CHEBI:58416	chlorophyll a(1-)
CHEBI:46665	riebeckite
UBERON:0001970	bile
FOODON:00002141	plant fruit as vegetable food product
CHEBI:26490	quinate
ENVO:03501313	food production environmental monitoring zone
FOODON:00002275	steeped beverage product
ENVO:01000444	dacitic lava
NCBITaxon:7711	Chordata
CHEBI:46717	sulfide mineral
CHEBI:33719	alpha-amino-acid cation
ENVO:00005768	orchid soil
ENVO:00000391	land bridge
FOODON:00001253	plant derived beverage
FOODON:00001176	invertebrate animal food product
ENVO:00000026	well
ENVO:01001045	oceanic subsurface zone
ENVO:06105239	exchangeable calcium
UBERON:0004277	eye muscle
ENVO:01001527	plastic-frozen soil
PCO:0000051	multi-species collection of microbes
UBERON:0011272	embryonic skin basal layer
ENVO:01001017	halo
ENVO:01000987	market
ENVO:03500018	solder
ENVO:01000835	cloud droplet
CHEBI:63732	1,1-diol
ENVO:00000399	ash cone
FOODON:00001245	tea beverage (liquid)
ENVO:00002058	secondary sludge
ENVO:00000059	underground river
ENVO:02000131	flue gas desulfurization material
ENVO:03600013	bituminous sand
CHEBI:83348	chlorophyllide a(2-)
ENVO:01001344	freshwater seep riverine anchor ice
