serial_number	content	sample_count	content_list	content_count	envo_count	extracted_label	extracted_curie	real_label	longest_annotation_curie	longest_annotation_label	curie_list	unique_curie_count
2137	NJ1-5	1	NJ1-5	1	0	NJ1-5			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2138	WJSJ6	1	WJSJ6	1	0	WJSJ6					[]	0
2139	WLCJ2_6	1	WLCJ2_6	1	0	WLCJ2_6					[]	0
2140	WXSD6	1	WXSD6	1	0	WXSD6					[]	0
2141	WAMC2_4	1	WAMC2_4	1	0	WAMC2_4					[]	0
2142	WAMC2_5	1	WAMC2_5	1	0	WAMC2_5					[]	0
2143	WAMC3_5	1	WAMC3_5	1	0	WAMC3_5					[]	0
2144	WNSQ_4	1	WNSQ_4	1	0	WNSQ_4					[]	0
2145	WSLZZ_2	1	WSLZZ_2	1	0	WSLZZ_2					[]	0
2146	WSLZZ_5	1	WSLZZ_5	1	0	WSLZZ_5					[]	0
2147	WNJ1_3	1	WNJ1_3	1	0	WNJ1_3					[]	0
2148	WNJ1_4	1	WNJ1_4	1	0	WNJ1_4					[]	0
2149	WNJ1_6	1	WNJ1_6	1	0	WNJ1_6					[]	0
2150	WNJ2_3	1	WNJ2_3	1	0	WNJ2_3					[]	0
2151	WNJ2_4	1	WNJ2_4	1	0	WNJ2_4					[]	0
2152	NAE in uncontaminated soil 1	1	NAE in uncontaminated soil 1	1	0	NAE in uncontaminated soil 1			ENVO:00001998	soil	['ENVO:00001998']	1
2153	NAE in uncontaminated soil 3	1	NAE in uncontaminated soil 3	1	0	NAE in uncontaminated soil 3			ENVO:00001998	soil	['ENVO:00001998']	1
2154	HAE in contaminated soil 1	1	HAE in contaminated soil 1	1	0	HAE in contaminated soil 1			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2155	HAE in contaminated soil 3	1	HAE in contaminated soil 3	1	0	HAE in contaminated soil 3			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2156	Unplanted in uncontaminated soil 2	1	Unplanted in uncontaminated soil 2	1	0	Unplanted in uncontaminated soil 2			ENVO:00001998	soil	['ENVO:00001998']	1
2157	Unplanted in uncontaminated soil 3	1	Unplanted in uncontaminated soil 3	1	0	Unplanted in uncontaminated soil 3			ENVO:00001998	soil	['ENVO:00001998']	1
2158	Unplanted in contaminated soil 3	1	Unplanted in contaminated soil 3	1	0	Unplanted in contaminated soil 3			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2159	HAE rhizosphere in uncontaminated soil 3	1	HAE rhizosphere in uncontaminated soil 3	1	0	HAE rhizosphere in uncontaminated soil 3			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2160	Grass3	1	Grass3	1	0	Grass3					[]	0
2161	Grass4	1	Grass4	1	0	Grass4					[]	0
2162	Pine8	1	Pine8	1	0	Pine8			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2163	wilderness5	1	wilderness5	1	0	wilderness5					[]	0
2164	W.S1.L2.R3	1	W.S1.L2.R3	1	0	W.S1.L2.R3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2165	W.S1.L3.R2	1	W.S1.L3.R2	1	0	W.S1.L3.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2166	W.S2.L2.R2	1	W.S2.L2.R2	1	0	W.S2.L2.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2167	S.S1.L2.R2	1	S.S1.L2.R2	1	0	S.S1.L2.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2168	S.S2.L1.R2	1	S.S2.L1.R2	1	0	S.S2.L1.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2169	Solid waste	1	Solid waste	1	0	Solid waste			ENVO:02000155	solid waste material	['ENVO:02000155']	1
2170	CK_F_1	1	CK_F_1	1	0	CK_F_1			CHEBI:27594	carbon atom	['CHEBI:27594']	1
2171	desert-9	1	desert-9	1	0	desert-9			ENVO:00000172	sandy desert	['ENVO:00000172']	1
2172	desert-19	1	desert-19	1	0	desert-19			ENVO:00000172	sandy desert	['ENVO:00000172']	1
2173	NHJD3-1	1	NHJD3-1	1	0	NHJD3-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2174	NHMo2-2	1	NHMo2-2	1	0	NHMo2-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2175	NOCK3-2	1	NOCK3-2	1	0	NOCK3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2176	NOXY1-1	1	NOXY1-1	1	0	NOXY1-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2177	CK13	1	CK13	1	0	CK13			CHEBI:27594	carbon atom	['CHEBI:27594']	1
2178	SE10	1	SE10	1	0	SE10			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2179	SE14	1	SE14	1	0	SE14			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2180	SE18	1	SE18	1	0	SE18			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2181	NHC3-2	1	NHC3-2	1	0	NHC3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2182	NHJ1-2	1	NHJ1-2	1	0	NHJ1-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2183	NOC3-2	1	NOC3-2	1	0	NOC3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2184	Nf3	1	Nf3	1	0	Nf3			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2185	NCaf3	1	NCaf3	1	0	NCaf3			UBERON:0002342	neural crest	['UBERON:0002342']	1
2186	NPK3	1	NPK3	1	0	NPK3			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2187	NPKf2	1	NPKf2	1	0	NPKf2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2188	NPKCaf3	1	NPKCaf3	1	0	NPKCaf3			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2189	MANGROVE	1	MANGROVE	1	0	MANGROVE					[]	0
2190	rhizosphere soil of Larix decidua in a forest, fungal diversity	1	rhizosphere soil of Larix decidua in a forest, fungal diversity	1	0	rhizosphere soil of Larix decidua in a forest, fungal diversity			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2191	soil bacterium	1	soil bacterium	1	0	soil bacterium			ENVO:00001998	soil	['ENVO:00001998']	1
2192	XJ-10-5	1	XJ-10-5	1	0	XJ-10-5					[]	0
2193	XJ-14-2	1	XJ-14-2	1	0	XJ-14-2					[]	0
2194	XJ-18-3	1	XJ-18-3	1	0	XJ-18-3					[]	0
2195	XJ-21-2	1	XJ-21-2	1	0	XJ-21-2					[]	0
2196	XJ-23-3	1	XJ-23-3	1	0	XJ-23-3					[]	0
2197	AM4_1	1	AM4_1	1	0	AM4_1					[]	0
2198	MM3_2	1	MM3_2	1	0	MM3_2					[]	0
2199	MM3_5	1	MM3_5	1	0	MM3_5					[]	0
2200	M1_3	1	M1_3	1	0	M1_3					[]	0
2201	Arctic tundra biome	1	Arctic tundra biome	1	0	Arctic tundra biome			ENVO:01000180	tundra biome	['ENVO:01000180']	1
2202	soil Chur microbial communities	1	soil Chur microbial communities	1	0	soil Chur microbial communities			ENVO:00001998	soil	['ENVO:00001998']	1
2203	Lake environment24	1	Lake environment24	1	0	Lake environment24			ENVO:01000254	environmental system	['ENVO:01000254']	1
2204	Lake environment26	1	Lake environment26	1	0	Lake environment26			ENVO:01000254	environmental system	['ENVO:01000254']	1
2205	Lake environment42	1	Lake environment42	1	0	Lake environment42			ENVO:01000254	environmental system	['ENVO:01000254']	1
2206	control soil mescosms	1	control soil mescosms	1	0	control soil mescosms			ENVO:00001998	soil	['ENVO:00001998']	1
2207	Rotation4	1	Rotation4	1	0	Rotation4					[]	0
2208	Rotation14	1	Rotation14	1	0	Rotation14					[]	0
2209	Rotation16	1	Rotation16	1	0	Rotation16					[]	0
2210	Rotation23	1	Rotation23	1	0	Rotation23					[]	0
2211	Rotation24	1	Rotation24	1	0	Rotation24					[]	0
2212	Rotation28	1	Rotation28	1	0	Rotation28					[]	0
2213	eastern_hemlock_forest_S2	1	eastern_hemlock_forest_S2	1	0	eastern_hemlock_forest_S2			ENVO:00000111	forested area	['ENVO:00000111']	1
2214	eastern_hemlock_forest_S20	1	eastern_hemlock_forest_S20	1	0	eastern_hemlock_forest_S20			ENVO:00000111	forested area	['ENVO:00000111']	1
2215	eastern_hemlock_forest_S24	1	eastern_hemlock_forest_S24	1	0	eastern_hemlock_forest_S24			ENVO:00000111	forested area	['ENVO:00000111']	1
2216	eastern_hemlock_forest_S31	1	eastern_hemlock_forest_S31	1	0	eastern_hemlock_forest_S31			ENVO:00000111	forested area	['ENVO:00000111']	1
2217	eastern_hemlock_forest_S50	1	eastern_hemlock_forest_S50	1	0	eastern_hemlock_forest_S50			ENVO:00000111	forested area	['ENVO:00000111']	1
2218	eastern_hemlock_forest_S68	1	eastern_hemlock_forest_S68	1	0	eastern_hemlock_forest_S68			ENVO:00000111	forested area	['ENVO:00000111']	1
2219	eastern_hemlock_forest_S77	1	eastern_hemlock_forest_S77	1	0	eastern_hemlock_forest_S77			ENVO:00000111	forested area	['ENVO:00000111']	1
2220	eastern_hemlock_forest_S80	1	eastern_hemlock_forest_S80	1	0	eastern_hemlock_forest_S80			ENVO:00000111	forested area	['ENVO:00000111']	1
2221	eastern_hemlock_forest_S81	1	eastern_hemlock_forest_S81	1	0	eastern_hemlock_forest_S81			ENVO:00000111	forested area	['ENVO:00000111']	1
2222	eastern_hemlock_forest_S89	1	eastern_hemlock_forest_S89	1	0	eastern_hemlock_forest_S89			ENVO:00000111	forested area	['ENVO:00000111']	1
2223	soil-derived semisynthetic community	1	soil-derived semisynthetic community	1	0	soil-derived semisynthetic community			ENVO:00001998	soil	['ENVO:00001998']	1
2224	annual ryegrass-maize rotation	1	annual ryegrass-maize rotation	1	0	annual ryegrass-maize rotation					[]	0
2225	Rice cultivation land	1	Rice cultivation land	1	0	Rice cultivation land			ENVO:01000635	planetary landmass	['ENVO:01000635']	1
2226	sandy soil	1	sandy soil	1	0	sandy soil			ENVO:00002229	arenosol	['ENVO:00002229']	1
2227	not_applicable	1	not_applicable	1	0	not_applicable			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2228	Tundra biome	1	Tundra biome	1	0	Tundra biome			ENVO:01000180	tundra biome	['ENVO:01000180']	1
2229	ZL4	1	ZL4	1	0	ZL4					[]	0
2230	SJ2	1	SJ2	1	0	SJ2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2231	SJ4	1	SJ4	1	0	SJ4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2232	SJ7	1	SJ7	1	0	SJ7			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2233	Y5	1	Y5	1	0	Y5					[]	0
2234	sludge[ENVO:00002044]	1	sludge[ENVO:00002044]	1	1	sludge	ENVO:00002044	sludge	ENVO:00002044	sludge	['ENVO:00002044']	1
2235	sludge[ENVO:00002050]	1	sludge[ENVO:00002050]	1	1	sludge	ENVO:00002050	achondrite	ENVO:00002044	sludge	['ENVO:00002044', 'ENVO:00002050']	2
2236	Tundra	1	Tundra	1	0	Tundra					[]	0
2237	sam3	1	sam3	1	0	sam3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2238	sam4	1	sam4	1	0	sam4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2239	HB1	1	HB1	1	0	HB1					[]	0
2240	HB4	1	HB4	1	0	HB4					[]	0
2241	HB17	1	HB17	1	0	HB17					[]	0
2242	HB20	1	HB20	1	0	HB20					[]	0
2243	HB23	1	HB23	1	0	HB23					[]	0
2244	ZP_B3	1	ZP_B3	1	0	ZP_B3					[]	0
2245	ZP_B4	1	ZP_B4	1	0	ZP_B4					[]	0
2246	DM_B1	1	DM_B1	1	0	DM_B1					[]	0
2247	DM_B2	1	DM_B2	1	0	DM_B2					[]	0
2248	TZ_B2	1	TZ_B2	1	0	TZ_B2					[]	0
2249	TZ_B3	1	TZ_B3	1	0	TZ_B3					[]	0
2250	SC_B3	1	SC_B3	1	0	SC_B3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2251	LB_B5	1	LB_B5	1	0	LB_B5					[]	0
2252	XY_B2	1	XY_B2	1	0	XY_B2					[]	0
2253	ZX_L1	1	ZX_L1	1	0	ZX_L1					[]	0
2254	ZX_L4	1	ZX_L4	1	0	ZX_L4					[]	0
2255	ZX_L5	1	ZX_L5	1	0	ZX_L5					[]	0
2256	TZ_L2	1	TZ_L2	1	0	TZ_L2					[]	0
2257	ZX_T5	1	ZX_T5	1	0	ZX_T5					[]	0
2258	TZ_T4	1	TZ_T4	1	0	TZ_T4					[]	0
2259	TZ_T5	1	TZ_T5	1	0	TZ_T5					[]	0
2260	TH_T3	1	TH_T3	1	0	TH_T3					[]	0
2261	SC_T5	1	SC_T5	1	0	SC_T5			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2262	LB_T1	1	LB_T1	1	0	LB_T1					[]	0
2263	LB_T4	1	LB_T4	1	0	LB_T4					[]	0
2264	XY_T2	1	XY_T2	1	0	XY_T2					[]	0
2265	XY_T4	1	XY_T4	1	0	XY_T4					[]	0
2266	Paeonia ludlowii root soil	1	Paeonia ludlowii root soil	1	0	Paeonia ludlowii root soil			ENVO:00001998	soil	['ENVO:00001998']	1
2267	maize rhizosphere4	1	maize rhizosphere4	1	0	maize rhizosphere4			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2268	maize rhizosphere11	1	maize rhizosphere11	1	0	maize rhizosphere11			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2269	maize rhizosphere14	1	maize rhizosphere14	1	0	maize rhizosphere14			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2270	maize rhizosphere15	1	maize rhizosphere15	1	0	maize rhizosphere15			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2271	maize rhizosphere18	1	maize rhizosphere18	1	0	maize rhizosphere18			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2272	maize rhizosphere20	1	maize rhizosphere20	1	0	maize rhizosphere20			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2273	Agroecosistem	1	Agroecosistem	1	0	Agroecosistem					[]	0
2274	SOIL	1	SOIL	1	0	SOIL			ENVO:00001998	soil	['ENVO:00001998']	1
2275	Sand	1	Sand	1	0	Sand			ENVO:01000017	sand	['ENVO:01000017']	1
2276	10	1	10	1	0	10					[]	0
2277	27	1	27	1	0	27					[]	0
2278	38	1	38	1	0	38					[]	0
2279	44	1	44	1	0	44					[]	0
2280	50	1	50	1	0	50					[]	0
2281	51	1	51	1	0	51					[]	0
2282	54	1	54	1	0	54					[]	0
2283	58	1	58	1	0	58					[]	0
2284	59	1	59	1	0	59					[]	0
2285	67	1	67	1	0	67					[]	0
2286	71	1	71	1	0	71					[]	0
2287	73	1	73	1	0	73					[]	0
2288	101	1	101	1	0	101					[]	0
2289	102	1	102	1	0	102					[]	0
2290	RBPYR1003 bacteria	1	RBPYR1003 bacteria	1	0	RBPYR1003 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2291	RSCK3 bacteria	1	RSCK3 bacteria	1	0	RSCK3 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2292	RSPHE101 bacteria	1	RSPHE101 bacteria	1	0	RSPHE101 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2293	RSPHE102 bacteria	1	RSPHE102 bacteria	1	0	RSPHE102 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2294	NRSPHE101 bacteria	1	NRSPHE101 bacteria	1	0	NRSPHE101 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2295	NRSPHE1001 bacteria	1	NRSPHE1001 bacteria	1	0	NRSPHE1001 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2296	NRSPYR1001 bacteria	1	NRSPYR1001 bacteria	1	0	NRSPYR1001 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2297	EBPHE102 bacteria	1	EBPHE102 bacteria	1	0	EBPHE102 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2298	EBPHE103 bacteria	1	EBPHE103 bacteria	1	0	EBPHE103 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2299	EBPYR1001 bacteria	1	EBPYR1001 bacteria	1	0	EBPYR1001 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2300	XSD1	1	XSD1	1	0	XSD1					[]	0
2301	Molecular Ecology Sample-X1_6	1	Molecular Ecology Sample-X1_6	1	0	Molecular Ecology Sample-X1_6			CHEBI:25367	molecule	['CHEBI:25367']	1
2302	BYC4	1	BYC4	1	0	BYC4					[]	0
2303	AMC1-4	1	AMC1-4	1	0	AMC1-4					[]	0
2304	AMC1-5	1	AMC1-5	1	0	AMC1-5					[]	0
2305	AMC3-2	1	AMC3-2	1	0	AMC3-2					[]	0
2306	BQH-2	1	BQH-2	1	0	BQH-2					[]	0
2307	SQ-3	1	SQ-3	1	0	SQ-3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2308	SQ-5	1	SQ-5	1	0	SQ-5			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2309	WLCJ2_5	1	WLCJ2_5	1	0	WLCJ2_5					[]	0
2310	WXSD1	1	WXSD1	1	0	WXSD1					[]	0
2311	WBYC1	1	WBYC1	1	0	WBYC1					[]	0
2312	WAMC1_3	1	WAMC1_3	1	0	WAMC1_3					[]	0
2313	WAMC1_4	1	WAMC1_4	1	0	WAMC1_4					[]	0
2314	WAMC5_5	1	WAMC5_5	1	0	WAMC5_5					[]	0
2315	WBQH_5	1	WBQH_5	1	0	WBQH_5					[]	0
2316	WBQH_6	1	WBQH_6	1	0	WBQH_6					[]	0
2317	WSQ_5	1	WSQ_5	1	0	WSQ_5					[]	0
2318	WNSQ_2	1	WNSQ_2	1	0	WNSQ_2					[]	0
2319	WSLZZ_6	1	WSLZZ_6	1	0	WSLZZ_6					[]	0
2320	WNJ1_5	1	WNJ1_5	1	0	WNJ1_5					[]	0
2321	WNJ2_2	1	WNJ2_2	1	0	WNJ2_2					[]	0
2322	NAE in contaminated soil 2	1	NAE in contaminated soil 2	1	0	NAE in contaminated soil 2			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2323	NAE in contaminated soil 3	1	NAE in contaminated soil 3	1	0	NAE in contaminated soil 3			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2324	HAE rhizosphere in contaminated soil 3	1	HAE rhizosphere in contaminated soil 3	1	0	HAE rhizosphere in contaminated soil 3			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
2325	Pine5	1	Pine5	1	0	Pine5			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2326	Pine6	1	Pine6	1	0	Pine6			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2327	wilderness1	1	wilderness1	1	0	wilderness1					[]	0
2328	wilderness4	1	wilderness4	1	0	wilderness4					[]	0
2329	W.S1.L3.R1	1	W.S1.L3.R1	1	0	W.S1.L3.R1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2330	W.S1.L3.R3	1	W.S1.L3.R3	1	0	W.S1.L3.R3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2331	S.S1.L3.R2	1	S.S1.L3.R2	1	0	S.S1.L3.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2332	S.S2.L1.R1	1	S.S2.L1.R1	1	0	S.S2.L1.R1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2333	S.S2.L1.R3	1	S.S2.L1.R3	1	0	S.S2.L1.R3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2334	S.S2.L2.R1	1	S.S2.L2.R1	1	0	S.S2.L2.R1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2335	S.S2.L2.R2	1	S.S2.L2.R2	1	0	S.S2.L2.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2336	S.S3.L1.R2	1	S.S3.L1.R2	1	0	S.S3.L1.R2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2337	ENVO:00000429	1	ENVO:00000429	1	1		ENVO:00000429	arete			['ENVO:00000429']	1
2338	carbon-fixing bacteria	1	carbon-fixing bacteria	1	0	carbon-fixing bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
2339	CK_1	1	CK_1	1	0	CK_1			CHEBI:27594	carbon atom	['CHEBI:27594']	1
2340	W_F_1	1	W_F_1	1	0	W_F_1					[]	0
2341	desert-16	1	desert-16	1	0	desert-16			ENVO:00000172	sandy desert	['ENVO:00000172']	1
2342	desert-17	1	desert-17	1	0	desert-17			ENVO:00000172	sandy desert	['ENVO:00000172']	1
2343	NHCK3-2	1	NHCK3-2	1	0	NHCK3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2344	NHXY3-2	1	NHXY3-2	1	0	NHXY3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2345	NHMo2-1	1	NHMo2-1	1	0	NHMo2-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2346	NOCK1-2	1	NOCK1-2	1	0	NOCK1-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2347	NOCK2-1	1	NOCK2-1	1	0	NOCK2-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2348	NOJD1-1	1	NOJD1-1	1	0	NOJD1-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2349	NOMo3-1	1	NOMo3-1	1	0	NOMo3-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2350	SE5	1	SE5	1	0	SE5			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2351	SE11	1	SE11	1	0	SE11			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2352	SE16	1	SE16	1	0	SE16			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2353	NHJ2-2	1	NHJ2-2	1	0	NHJ2-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2354	NHX3-2	1	NHX3-2	1	0	NHX3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2355	NHM1-2	1	NHM1-2	1	0	NHM1-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2356	NHM3-1	1	NHM3-1	1	0	NHM3-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2357	NOJ2-2	1	NOJ2-2	1	0	NOJ2-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2358	NOJ3-2	1	NOJ3-2	1	0	NOJ3-2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2359	NOX1-1	1	NOX1-1	1	0	NOX1-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2360	NOM2-1	1	NOM2-1	1	0	NOM2-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2361	NOM3-1	1	NOM3-1	1	0	NOM3-1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2362	C2	1	C2	1	0	C2			CHEBI:27594	carbon atom	['CHEBI:27594']	1
2363	Nf2	1	Nf2	1	0	Nf2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2364	NCa3	1	NCa3	1	0	NCa3			UBERON:0002342	neural crest	['UBERON:0002342']	1
2365	PK3	1	PK3	1	0	PK3			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
2366	NPKCa1	1	NPKCa1	1	0	NPKCa1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2367	NPKCa3	1	NPKCa3	1	0	NPKCa3			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
2368	Soil contaminated with petroleum	1	Soil contaminated with petroleum	1	0	Soil contaminated with petroleum			ENVO:00002984	petroleum	['ENVO:00002984']	1
2369	S_C1	1	S_C1	1	0	S_C1			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2370	S_C3	1	S_C3	1	0	S_C3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2371	S_E3	1	S_E3	1	0	S_E3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
2372	banana plantation ecosystem	1	banana plantation ecosystem	1	0	banana plantation ecosystem			ENVO:00000161	banana plantation	['ENVO:00000161']	1
2373	W43	1	W43	1	0	W43					[]	0
2374	W49	1	W49	1	0	W49					[]	0
2375	W51	1	W51	1	0	W51					[]	0
2376	coastal saline soils, rameshwaram	1	coastal saline soils, rameshwaram	1	0	coastal saline soils, rameshwaram			ENVO:01000687	coast	['ENVO:01000687']	1
2377	coastal saline soils, Gujarat1	1	coastal saline soils, Gujarat1	1	0	coastal saline soils, Gujarat1			ENVO:01000687	coast	['ENVO:01000687']	1
2378	coastal saline soils, Gujarat 2	1	coastal saline soils, Gujarat 2	1	0	coastal saline soils, Gujarat 2			ENVO:01000687	coast	['ENVO:01000687']	1
2379	ENVO:00002254	1	ENVO:00002254	1	1		ENVO:00002254	vertisol			['ENVO:00002254']	1
2380	rhizospheresoil2	1	rhizospheresoil2	1	0	rhizospheresoil2			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2381	rhizospheresoil5	1	rhizospheresoil5	1	0	rhizospheresoil5			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2382	rhizospheresoil19	1	rhizospheresoil19	1	0	rhizospheresoil19			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2383	rhizospheresoil22	1	rhizospheresoil22	1	0	rhizospheresoil22			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2384	rhizospheresoil23	1	rhizospheresoil23	1	0	rhizospheresoil23			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2385	rhizospheresoil25	1	rhizospheresoil25	1	0	rhizospheresoil25			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2386	rhizospheresoil31	1	rhizospheresoil31	1	0	rhizospheresoil31			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
2387	Farm soil [ENVO:00005751]	1	Farm soil [ENVO:00005751]	1	1	Farm soil	ENVO:00005751	jungle soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005751']	2
2388	Farm soil [ENVO:00005754]	1	Farm soil [ENVO:00005754]	1	1	Farm soil	ENVO:00005754	fertilized soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005754']	2
2389	Farm soil [ENVO:00005755]	1	Farm soil [ENVO:00005755]	1	1	Farm soil	ENVO:00005755	field soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005755']	2
2390	Farm soil [ENVO:00005757]	1	Farm soil [ENVO:00005757]	1	1	Farm soil	ENVO:00005757	bacteria enriched soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005757']	2
2391	Farm soil [ENVO:00005760]	1	Farm soil [ENVO:00005760]	1	1	Farm soil	ENVO:00005760	burned soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005760']	2
2392	Farm soil [ENVO:00005762]	1	Farm soil [ENVO:00005762]	1	1	Farm soil	ENVO:00005762	chloropicrin enriched soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005762']	2
2393	Farm soil [ENVO:00005765]	1	Farm soil [ENVO:00005765]	1	1	Farm soil	ENVO:00005765	frozen compost soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005765']	2
2394	Farm soil [ENVO:00005770]	1	Farm soil [ENVO:00005770]	1	1	Farm soil	ENVO:00005770	beech forest soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005770']	2
2395	Farm soil [ENVO:00005778]	1	Farm soil [ENVO:00005778]	1	1	Farm soil	ENVO:00005778	tropical soil	ENVO:00005749	farm soil	['ENVO:00005749', 'ENVO:00005778']	2
